id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
SE;SUDESTE/CENTRO-OESTE;2022-01-01 16:00:00;23448.82500000;5121.86700000;10.00000000;310.59400000;30933.38600000;-2042.10000000
S;SUL;2022-01-01 16:00:00;921.07000000;1111.63500000;888.43799999;1.00000000;9713.63300000;-6791.49000000
NE;NORDESTE;2022-01-01 17:00:00;3637.45799999;1609.77200000;8048.76299999;321.03400000;9800.08999999;3816.93700000
N;NORTE;2022-01-01 17:00:00;9953.50700000;835.76100000;10.09000000;0E-8;4884.49600000;5914.86200000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-01 17:00:00;39476.92500000;8716.11300000;8960.77000000;510.65100000;57664.46000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-01 17:00:00;24867.31100000;5155.28900000;10.50000000;188.61700000;32586.84400000;-2365.12700000
S;SUL;2022-01-01 17:00:00;1018.64899999;1115.29100000;891.41700000;1.00000000;10393.02899999;-7366.67200000
NE;NORDESTE;2022-01-01 18:00:00;3727.66500000;1611.51600000;7668.43299999;8.99100000;10973.60299999;2043.00200000
N;NORTE;2022-01-01 18:00:00;11450.90700000;841.92200000;15.30700000;0E-8;5247.03800000;7061.09800000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-01 18:00:00;44949.86800000;8743.07900000;8550.73300000;66.37500000;62310.06000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-01 18:00:00;27878.96100000;5159.27900000;11.00000000;56.38400000;34970.13200000;-1864.50800000
S;SUL;2022-01-01 18:00:00;1892.33499999;1130.36199999;855.99300000;1.00000000;11119.28200000;-7239.59200000
NE;NORDESTE;2022-01-01 19:00:00;3817.23700000;1629.48200000;7459.70400000;0E-8;11421.79100000;1484.63200000
N;NORTE;2022-01-01 19:00:00;14076.32600000;836.45000000;11.87800000;0E-8;5582.80500000;9341.84900000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-01 19:00:00;50358.10600000;8767.44000000;8364.93600000;1.10100000;67491.58000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-01 19:00:00;29013.83400000;5181.19100000;12.00000000;0.10100000;38402.31200000;-4195.18599999
S;SUL;2022-01-01 19:00:00;3450.70900000;1120.31700000;881.35399999;1.00000000;12084.67500000;-6631.29500000
NE;NORDESTE;2022-01-01 20:00:00;3761.24300000;1614.32900000;7218.85900000;0E-8;11455.50200000;1138.92900000
N;NORTE;2022-01-01 20:00:00;15597.11700000;842.18000000;75.36600000;0E-8;5717.10100000;10797.56200000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-01 20:00:00;52152.00500000;8776.45000000;8284.59100000;1.02300000;69214.07000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-01 20:00:00;29000.25900000;5195.32300000;12.00000000;0.02300000;39016.85399999;-4809.24899999
S;SUL;2022-01-01 20:00:00;3793.38600000;1124.61800000;978.36599999;1.00000000;13024.61200000;-7127.24200000
NE;NORDESTE;2022-01-01 21:00:00;3765.43400000;1611.39700000;6995.57899999;0E-8;11532.95600000;839.45400000
N;NORTE;2022-01-01 21:00:00;15770.19699999;845.34600000;56.78400000;0E-8;5826.73699999;10845.59000000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-01 21:00:00;51414.42400000;8785.60900000;8253.27900000;1.03800000;68454.35000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-01 21:00:00;28627.39099999;5200.56100000;12.00000000;0.03800000;38264.75499999;-4424.76500000
S;SUL;2022-01-01 21:00:00;3251.40200000;1128.30500000;1188.91600000;1.00000000;12829.90200000;-7260.27900000
NE;NORDESTE;2022-01-01 22:00:00;3726.37000000;1599.25500000;6614.76999999;0E-8;11541.34899999;399.04600000
N;NORTE;2022-01-01 22:00:00;16043.88300000;854.50200000;44.21800000;0E-8;5921.50800000;11021.09500000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-01 22:00:00;51129.37300000;8779.02900000;7475.17000000;1.04100000;67384.61000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-01 22:00:00;28429.51099999;5199.10300000;12.00000000;0.04100000;37205.32099999;-3564.66599999
S;SUL;2022-01-01 22:00:00;2929.60900000;1126.16900000;804.18200000;1.00000000;12716.43500000;-7855.47500000
NE;NORDESTE;2022-01-01 23:00:00;3459.08000000;1612.88599999;6751.46000000;0E-8;11426.62900000;396.79700000
N;NORTE;2022-01-01 23:00:00;15757.86300000;851.77000000;43.73500000;0E-8;5912.08500000;10741.28300000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-01 23:00:00;48889.33000000;8777.13800000;7572.22600000;1.01200000;65239.71000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-01 23:00:00;27418.85500000;5190.31600000;11.50000000;0.01200000;35662.41800000;-3041.73499999
S;SUL;2022-01-01 23:00:00;2253.53200000;1122.16600000;765.53100000;1.00000000;12238.57400000;-8096.34500000
NE;NORDESTE;2022-01-02 00:00:00;3011.72800000;1606.51300000;6855.21100000;0E-8;11044.85000000;428.60200000
N;NORTE;2022-01-02 00:00:00;14929.95100000;864.04400000;147.11400000;0E-8;5785.98399999;10155.12500000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 00:00:00;45557.60100000;8825.16000000;7922.37200000;1.00000000;62306.13000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 00:00:00;26176.80600000;5228.07900000;10.50000000;0E-8;33896.98900000;-2481.60399999
S;SUL;2022-01-02 00:00:00;1439.11600000;1126.52400000;909.54700000;1.00000000;11578.31000000;-8102.12300000
NE;NORDESTE;2022-01-02 01:00:00;2840.69300000;1610.48400000;6657.09100000;0E-8;10715.85900000;392.40900000
N;NORTE;2022-01-02 01:00:00;13625.97700000;870.15600000;101.26800000;0E-8;5618.35900000;8979.04200000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 01:00:00;43027.06600000;8861.11400000;7739.62100000;1.00200000;59628.80000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 01:00:00;25544.63400000;5252.80700000;10.00000000;0.00200000;32287.88000000;-1480.43700000
S;SUL;2022-01-02 01:00:00;1015.76200000;1127.66700000;971.26200000;1.00000000;11006.70500000;-7891.01400000
NE;NORDESTE;2022-01-02 02:00:00;2806.40700000;1625.39300000;6050.85200000;0E-8;10477.95100000;4.70100000
N;NORTE;2022-01-02 02:00:00;12959.45000000;871.59600000;50.62200000;0E-8;5524.30799999;8357.36000000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 02:00:00;41731.71500000;8904.21300000;7074.92000000;1.01500000;57711.86000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 02:00:00;24981.99300000;5272.76200000;9.50000000;0.01500000;31211.99899999;-947.72899999
S;SUL;2022-01-02 02:00:00;983.86499999;1134.46200000;963.94600000;1.00000000;10497.60500000;-7414.33200000
NE;NORDESTE;2022-01-02 03:00:00;2792.27800000;1609.06100000;5706.89800000;0E-8;10299.70300000;-191.46600000
N;NORTE;2022-01-02 03:00:00;12228.02600000;864.47100000;145.52900000;0E-8;5386.47300000;7851.55300000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 03:00:00;40682.51000000;8854.69900000;6848.21900000;1.00800000;56386.44000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 03:00:00;24713.53099999;5269.68400000;9.00000000;0.00800000;30555.61499999;-563.39199999
S;SUL;2022-01-02 03:00:00;948.67500000;1111.48300000;986.79199999;1.00000000;10144.64500000;-7096.69500000
NE;NORDESTE;2022-01-02 04:00:00;2793.08099999;1604.47600000;5630.52300000;0E-8;10197.80700000;-169.72699999
N;NORTE;2022-01-02 04:00:00;11698.43799999;866.43800000;167.22100000;0E-8;5295.44299999;7436.65400000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 04:00:00;40205.65700000;8862.38300000;6672.26800000;1.01700000;55741.33000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 04:00:00;24764.47399999;5272.67900000;8.50000000;0.01700000;30335.21899999;-289.54899999
S;SUL;2022-01-02 04:00:00;949.66400000;1118.79000000;866.02400000;1.00000000;9912.85600000;-6977.37800000
NE;NORDESTE;2022-01-02 05:00:00;2449.12700000;1613.06400000;5917.76100000;20.65800000;9587.79000000;412.82000000
N;NORTE;2022-01-02 05:00:00;10907.21700000;860.07500000;168.02000000;0E-8;5235.02900000;6700.28300000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 05:00:00;37899.44500000;8809.24400000;7105.00000000;24.27700000;53837.97000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 05:00:00;23604.46200000;5222.87100000;8.00000000;2.61899999;29567.72800000;-729.77599999
S;SUL;2022-01-02 05:00:00;938.63900000;1113.23400000;1011.21900000;1.00000000;9447.41900000;-6383.32700000
NE;NORDESTE;2022-01-02 06:00:00;2208.04500000;1614.24700000;5946.85800000;254.59100000;9179.42500000;844.31600000
N;NORTE;2022-01-02 06:00:00;10003.40800000;854.82400000;177.20700000;0.50000000;4962.66600000;6073.27300000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 06:00:00;35755.81100000;8768.97600000;7063.50700000;364.12200000;51952.42000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 06:00:00;22600.22100000;5193.66099999;8.00000000;108.03100000;28696.03799999;-786.12500000
S;SUL;2022-01-02 06:00:00;944.13700000;1106.24400000;931.44200000;1.00000000;9114.28700000;-6131.46400000
NE;NORDESTE;2022-01-02 07:00:00;2076.82200000;1603.52599999;6354.32200000;715.72700000;9153.52400000;1596.87299999
N;NORTE;2022-01-02 07:00:00;10050.61100000;855.49700000;214.22200000;1.00000000;4781.64700000;6339.68300000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 07:00:00;35022.39000000;8777.83800000;7293.64900000;1124.64600000;52218.52000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 07:00:00;21948.17500000;5212.31300000;9.00000000;406.91900000;29075.24300000;-1498.83599999
S;SUL;2022-01-02 07:00:00;946.78200000;1106.50200000;716.10499999;1.00000000;9208.10900000;-6437.72000000
NE;NORDESTE;2022-01-02 08:00:00;2078.05100000;1594.82300000;6124.05299999;1144.17799999;9056.30599999;1884.79900000
N;NORTE;2022-01-02 08:00:00;10115.63400000;855.38300000;296.78300000;1.50000000;4744.09899999;6525.20100000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 08:00:00;35343.16100000;8770.75200000;7044.84100000;1710.36500000;52869.12000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 08:00:00;22185.05600000;5211.19799999;9.00000000;562.68700000;29842.81200000;-1874.87100000
S;SUL;2022-01-02 08:00:00;964.42000000;1109.34800000;615.00500000;2.00000000;9225.90200000;-6535.12900000
NE;NORDESTE;2022-01-02 09:00:00;2070.01500000;1594.88900000;5024.34300000;1787.73900000;8797.69100000;1679.29500000
N;NORTE;2022-01-02 09:00:00;10324.52900000;850.40299999;319.39800000;2.00000000;4634.35600000;6861.97399999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 09:00:00;36150.03800000;8745.58400000;6036.16400000;2447.02500000;53378.81000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 09:00:00;22775.16300000;5204.91400000;9.00000000;655.28600000;30742.88400000;-2098.52100000
S;SUL;2022-01-02 09:00:00;980.33100000;1095.37800000;683.42300000;2.00000000;9203.88000000;-6442.74800000
NE;NORDESTE;2022-01-02 10:00:00;2113.87100000;1595.33700000;4826.88000000;1804.43300000;8754.28000000;1586.24100000
N;NORTE;2022-01-02 10:00:00;10822.55500000;854.54100000;301.70999999;2.00000000;4659.99999999;7320.80600000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 10:00:00;37144.11100000;8737.24000000;5869.56900000;2605.41400000;54356.33000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 10:00:00;23223.77000000;5188.47599999;9.00000000;796.98100000;31551.92100000;-2333.69399999
S;SUL;2022-01-02 10:00:00;983.91499999;1098.88600000;731.97900000;2.00000000;9390.13300000;-6573.35300000
NE;NORDESTE;2022-01-02 11:00:00;2205.46000000;1596.24600000;4917.56100000;1954.32300000;8872.20300000;1801.38700000
N;NORTE;2022-01-02 11:00:00;10790.25700000;857.48300000;309.71300000;2.00000000;4732.70699999;7226.74600000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 11:00:00;38136.98800000;8739.98600000;6022.04800000;2832.71200000;55731.73000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 11:00:00;24156.31200000;5176.13700000;9.00000000;874.38900000;32314.04500000;-2098.20699999
S;SUL;2022-01-02 11:00:00;984.95900000;1110.11999999;785.77399999;2.00000000;9812.77900000;-6929.92600000
NE;NORDESTE;2022-01-02 12:00:00;2271.99600000;1606.21500000;5091.07100000;2031.98700000;9001.39399999;1999.87500000
N;NORTE;2022-01-02 12:00:00;11006.48200000;850.38900000;234.24100000;2.00000000;4813.33900000;7279.77299999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 12:00:00;38866.17300000;8736.35600000;6072.27400000;2886.42000000;56561.22000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 12:00:00;24626.94299999;5175.46499999;9.00000000;850.43300000;32697.22100000;-2035.37999999
S;SUL;2022-01-02 12:00:00;960.75200000;1104.28700000;737.96200000;2.00000000;10049.26900000;-7244.26800000
NE;NORDESTE;2022-01-02 13:00:00;2638.32599999;1603.07300000;5816.03500000;1674.87200000;9217.44200000;2514.86400000
N;NORTE;2022-01-02 13:00:00;11141.21800000;857.33700000;218.43800000;2.00000000;4927.60100000;7291.39200000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 13:00:00;39365.05000000;8745.03600000;6822.25500000;2494.67500000;57427.02000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 13:00:00;24601.60400000;5179.80199999;9.00000000;815.80300000;32904.08100000;-2297.87200000
S;SUL;2022-01-02 13:00:00;983.90200000;1104.82400000;778.78200000;2.00000000;10377.89200000;-7508.38400000
NE;NORDESTE;2022-01-02 14:00:00;2813.17600000;1597.42900000;6506.19199999;1256.16700000;9437.19299999;2735.77100000
N;NORTE;2022-01-02 14:00:00;11109.15300000;859.07500000;211.63900000;1.00000000;5035.14900000;7145.71800000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 14:00:00;39815.24600000;8785.80500000;7644.10600000;1956.51100000;58201.67000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 14:00:00;24889.99100000;5212.99100000;10.00000000;697.34400000;33011.60600000;-2201.27999999
S;SUL;2022-01-02 14:00:00;1002.92600000;1116.31000000;916.27500000;2.00000000;10717.72000000;-7680.20900000
NE;NORDESTE;2022-01-02 15:00:00;3375.98600000;1596.45300000;6898.89200000;898.25399999;9705.27200000;3064.31299999
N;NORTE;2022-01-02 15:00:00;11540.62700000;864.31700000;217.41000000;1.00000000;5160.80899999;7462.54500000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 15:00:00;41124.16600000;8807.22400000;8121.32200000;1424.96800000;59477.68000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 15:00:00;25041.03099999;5225.93899999;10.00000000;524.71399999;33723.86999999;-2922.18600000
S;SUL;2022-01-02 15:00:00;1166.52200000;1120.51500000;995.02000000;1.00000000;10887.72899999;-7604.67200000
NE;NORDESTE;2022-01-02 16:00:00;3783.16300000;1590.17999999;7172.17800000;445.20900000;9837.79100000;3152.93900000
N;NORTE;2022-01-02 16:00:00;12849.86100000;865.91199999;233.84300000;1.00000000;5205.01000000;8745.60600000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-01-02 16:00:00;43424.10600000;8963.74300000;8157.05700000;680.91500000;61225.82000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-01-02 16:00:00;25625.92200000;5375.05099999;10.00000000;233.70600000;35004.57900000;-3759.89999999
S;SUL;2022-01-02 16:00:00;1165.16000000;1132.60000000;741.03600000;1.00000000;11178.44100000;-8138.64500000
NE;NORDESTE;2022-01-02 17:00:00;3829.12500000;1595.82800000;7265.35000000;90.98600000;10303.32000000;2477.96900000
N;NORTE;2022-01-02 17:00:00;13695.97400000;863.88200000;218.71200000;0E-8;5226.27300000;9552.29500000
