id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
N;NORTE;2022-02-24 08:00:00;13286.06500000;1016.57900000;140.23400000;2.00000000;5505.24800000;8939.63000000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 08:00:00;54609.78700000;9658.10200000;9404.18900000;3202.41100000;76880.36000000;-5.87000000
SE;SUDESTE/CENTRO-OESTE;2022-02-24 08:00:00;32491.73100000;6694.68700000;6.00000000;721.27100000;44887.43900000;-4973.75000000
S;SUL;2022-02-24 08:00:00;4766.38399999;1494.20700000;700.55900000;2.00000000;15197.60600000;-8234.45600000
NE;NORDESTE;2022-02-24 09:00:00;4225.45299999;461.70600000;8243.43200000;2557.00500000;11472.66100000;4014.93500000
N;NORTE;2022-02-24 09:00:00;13580.89600000;1017.15600000;168.08200000;2.00000000;5610.78500000;9157.34900000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 09:00:00;56130.21600000;9652.17400000;9331.41000000;3467.54200000;78581.34000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 09:00:00;33846.71799999;6684.60799999;6.00000000;905.53700000;46186.49499999;-4743.63199999
S;SUL;2022-02-24 09:00:00;4477.14900000;1488.70400000;913.89600000;3.00000000;15311.40100000;-8428.65200000
NE;NORDESTE;2022-02-24 10:00:00;4235.51300000;470.12500000;7457.54700000;2619.25600000;11628.55500000;3153.88600000
N;NORTE;2022-02-24 10:00:00;14204.58700000;1012.38000000;279.84400000;2.00000000;5705.14499999;9793.66600000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 10:00:00;58163.62400000;9630.97000000;8745.28400000;3625.17100000;80165.05000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 10:00:00;35113.20499999;6652.63000000;6.00000000;1000.41500000;47217.92700000;-4445.67699999
S;SUL;2022-02-24 10:00:00;4610.31900000;1495.83500000;1001.89300000;3.50000000;15613.42200000;-8501.87500000
NE;NORDESTE;2022-02-24 11:00:00;4423.03100000;478.12300000;6963.12399999;2639.43200000;11699.28499999;2804.42500000
N;NORTE;2022-02-24 11:00:00;14749.88499999;1016.64900000;290.14200000;2.00000000;5741.99599999;10316.68000000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 11:00:00;59016.33100000;9672.93500000;8355.66400000;3647.82900000;80692.76000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 11:00:00;35207.93100000;6656.49800000;6.00000000;1002.39700000;47589.13700000;-4716.31099999
S;SUL;2022-02-24 11:00:00;4635.48399999;1521.66500000;1096.39800000;4.00000000;15662.34099999;-8404.79400000
NE;NORDESTE;2022-02-24 12:00:00;4916.63099999;475.01300000;6411.28000000;2576.72600000;11662.16000000;2717.48999999
N;NORTE;2022-02-24 12:00:00;14729.10000000;1010.44300000;358.31100000;2.00000000;5722.91699999;10376.93700000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 12:00:00;58129.37200000;9653.66700000;7881.88400000;3638.59200000;79303.52000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 12:00:00;34875.91700000;6656.84300000;7.00000000;1055.86600000;47208.76200000;-4613.13600000
S;SUL;2022-02-24 12:00:00;3607.72400000;1511.36800000;1105.29299999;4.00000000;14709.67600000;-8481.29099999
NE;NORDESTE;2022-02-24 13:00:00;6038.84500000;494.96600000;6076.01000000;2529.10000000;12201.31500000;2937.60600000
N;NORTE;2022-02-24 13:00:00;14901.19400000;1013.80400000;329.47100000;2.00000000;5986.49399999;10259.97500000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 13:00:00;62471.23500000;9678.47400000;7397.02400000;3495.21600000;83041.95000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 13:00:00;35802.47399999;6644.04000000;7.00000000;961.11600000;48846.86799999;-5432.23800000
S;SUL;2022-02-24 13:00:00;5728.72199999;1525.66399999;984.54300000;3.00000000;16007.27199999;-7765.34300000
NE;NORDESTE;2022-02-24 14:00:00;6401.17099999;487.71899999;6250.17499999;2480.58500000;12694.78200000;2924.86800000
N;NORTE;2022-02-24 14:00:00;15364.20599999;1007.19699999;300.82400000;2.00000000;6333.09299999;10341.13400000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 14:00:00;65603.01400000;9647.36200000;7330.92900000;3437.11000000;86018.42000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 14:00:00;35435.48799999;6626.02600000;7.50000000;952.52500000;50084.27800000;-7062.73899999
S;SUL;2022-02-24 14:00:00;8402.14900000;1526.42000000;772.43000000;2.00000000;16906.26200000;-6203.26300000
NE;NORDESTE;2022-02-24 15:00:00;6367.13000000;470.86200000;6623.81100000;2260.43199999;12806.65600000;2915.57900000
N;NORTE;2022-02-24 15:00:00;15523.59300000;997.52200000;288.61900000;1.00000000;6480.57599999;10330.15800000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 15:00:00;66733.48800000;9624.67100000;7788.31100000;3044.52900000;87191.00000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 15:00:00;35936.79899999;6634.12599999;8.00000000;782.09700000;50717.22799999;-7356.20599999
S;SUL;2022-02-24 15:00:00;8905.96600000;1522.16100000;867.88100000;1.00000000;17186.53900000;-5889.53100000
NE;NORDESTE;2022-02-24 16:00:00;6431.65900000;445.51800000;7015.91500000;1753.92299999;12746.04900000;2900.96600000
N;NORTE;2022-02-24 16:00:00;15413.87699999;992.60099999;255.61800000;1.00000000;6406.53199999;10256.56400000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 16:00:00;67022.42500000;9593.13500000;8313.98800000;2224.31700000;87153.87000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 16:00:00;36013.99000000;6621.82999999;8.00000000;468.39400000;50651.28400000;-7539.06999999
S;SUL;2022-02-24 16:00:00;9162.89900000;1533.18600000;1034.45500000;1.00000000;17350.00000000;-5618.46000000
NE;NORDESTE;2022-02-24 17:00:00;6437.24000000;422.93500000;7013.38100000;575.90300000;12148.01600000;2301.44300000
N;NORTE;2022-02-24 17:00:00;15211.56200000;1001.88600000;200.59600000;0E-8;6202.98600000;10211.05800000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 17:00:00;64804.95700000;9586.38500000;8268.18300000;821.63900000;83481.16000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 17:00:00;34946.99600000;6620.21200000;8.00000000;244.73600000;48576.85200000;-6756.90800000
S;SUL;2022-02-24 17:00:00;8209.15900000;1541.35200000;1046.20599999;1.00000000;16553.31000000;-5755.59300000
NE;NORDESTE;2022-02-24 18:00:00;6834.21500000;434.51900000;7391.72700000;10.41799999;12580.72299999;2090.15600000
N;NORTE;2022-02-24 18:00:00;15180.59699999;1008.49800000;225.32200000;0E-8;6021.52799999;10392.88899999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 18:00:00;63954.96500000;9640.79300000;8866.80300000;29.97700000;82492.54000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 18:00:00;35695.93900000;6628.99799999;8.00000000;18.55900000;48512.94300000;-6161.44700000
S;SUL;2022-02-24 18:00:00;6244.21400000;1568.77800000;1241.75399999;1.00000000;15377.34400000;-6321.59800000
NE;NORDESTE;2022-02-24 19:00:00;6955.80100000;442.96600000;8685.09600000;0.01700000;12887.70300000;3196.17700000
N;NORTE;2022-02-24 19:00:00;15243.06700000;997.90100000;146.82900000;0E-8;6308.77899999;10079.01800000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 19:00:00;65881.48500000;9629.08900000;10284.42000000;1.33400000;85796.33000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 19:00:00;36149.64500000;6613.24200000;8.00000000;0.31700000;50389.18000000;-7617.97600000
S;SUL;2022-02-24 19:00:00;7532.97200000;1574.97999999;1444.49500000;1.00000000;16210.66600000;-5657.21900000
NE;NORDESTE;2022-02-24 20:00:00;6761.88499999;446.17100000;9367.33299999;0E-8;12882.60599999;3692.78300000
N;NORTE;2022-02-24 20:00:00;14857.43500000;995.50700000;50.04800000;0E-8;6394.63300000;9508.35700000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 20:00:00;65050.19700000;9604.75100000;10925.70900000;1.00000000;85581.66000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 20:00:00;36097.40700000;6592.17699999;8.00000000;0E-8;50168.54699999;-7470.96300000
S;SUL;2022-02-24 20:00:00;7333.46999999;1570.89600000;1500.32800000;1.00000000;16135.87099999;-5730.17700000
NE;NORDESTE;2022-02-24 21:00:00;6622.65300000;447.80100000;9659.41699999;0E-8;13325.15900000;3404.71200000
N;NORTE;2022-02-24 21:00:00;15086.35300000;1003.84199999;39.82200000;0E-8;6533.70100000;9596.31599999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 21:00:00;64825.74600000;9622.10100000;11242.99900000;1.00000000;85691.85000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 21:00:00;35822.09399999;6598.46900000;8.00000000;0E-8;49609.08199999;-7180.51899999
S;SUL;2022-02-24 21:00:00;7294.64600000;1571.98900000;1535.76000000;1.00000000;16223.90400000;-5820.50900000
NE;NORDESTE;2022-02-24 22:00:00;6545.87200000;455.11100000;10107.26500000;0E-8;13336.26500000;3771.98300000
N;NORTE;2022-02-24 22:00:00;13945.58000000;1002.93400000;144.35900000;0E-8;6603.30299999;8489.57000000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 22:00:00;62285.84300000;9641.96500000;11692.86900000;1.00000000;83621.68000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 22:00:00;34522.91300000;6612.65599999;8.00000000;0E-8;47812.42500000;-6668.85600000
S;SUL;2022-02-24 22:00:00;7271.47800000;1571.26399999;1433.24500000;1.00000000;15869.68400000;-5592.69700000
NE;NORDESTE;2022-02-24 23:00:00;6593.61499999;442.80900000;10324.27499999;0E-8;13001.72099999;4358.97800000
N;NORTE;2022-02-24 23:00:00;13750.59600000;1008.55600000;183.92400000;0E-8;6552.59000000;8390.48600000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-24 23:00:00;58392.75500000;9653.98400000;11902.28700000;1.00000000;79950.03000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-24 23:00:00;32145.02400000;6616.34700000;7.00000000;0E-8;45420.89300000;-6652.52200000
S;SUL;2022-02-24 23:00:00;5903.52000000;1586.27200000;1387.08800000;1.00000000;14974.82200000;-6096.94200000
NE;NORDESTE;2022-02-25 00:00:00;6453.48200000;450.89200000;10484.20999999;0E-8;12710.74399999;4677.84000000
N;NORTE;2022-02-25 00:00:00;13798.93300000;998.07000000;228.18900000;0E-8;6485.45099999;8539.74100000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 00:00:00;54809.19000000;9679.81700000;12032.84100000;1.00000000;76522.85000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 00:00:00;30858.88899999;6652.24500000;7.00000000;0E-8;43172.67400000;-5654.54000000
S;SUL;2022-02-25 00:00:00;3697.88599999;1578.61000000;1313.44200000;1.00000000;14153.97900000;-7563.04100000
NE;NORDESTE;2022-02-25 01:00:00;6174.50300000;449.18900000;10286.68999999;0E-8;12231.16999999;4679.21200000
N;NORTE;2022-02-25 01:00:00;13584.91100000;994.88300000;197.46400000;0E-8;6339.06500000;8438.19299999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 01:00:00;51992.83200000;9543.53700000;11697.13400000;1.00000000;73234.50000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 01:00:00;30019.83000000;6608.82799999;6.50000000;0E-8;41162.60099999;-4527.44299999
S;SUL;2022-02-25 01:00:00;2213.58800000;1490.63700000;1206.48000000;1.00000000;13501.66700000;-8589.96200000
NE;NORDESTE;2022-02-25 02:00:00;5143.21900000;456.56999999;10474.54999999;0E-8;11841.76400000;4232.57500000
N;NORTE;2022-02-25 02:00:00;13482.65200000;987.34700000;169.64700000;0E-8;6141.57300000;8498.07300000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 02:00:00;49935.56500000;9514.39400000;11492.20000000;1.00000000;70943.16000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 02:00:00;29535.29400000;6569.72900000;6.00000000;0E-8;39966.24100000;-3855.21800000
S;SUL;2022-02-25 02:00:00;1774.40000000;1500.74799999;842.00300000;1.00000000;12993.58100000;-8875.43000000
NE;NORDESTE;2022-02-25 03:00:00;4700.94000000;459.57600000;10266.42500000;0E-8;11651.46700000;3775.47400000
N;NORTE;2022-02-25 03:00:00;13468.28300000;988.86099999;164.46500000;0E-8;5754.28400000;8867.32500000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 03:00:00;48898.88800000;9515.82400000;10946.74900000;1.00000000;69362.46000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 03:00:00;28980.78000000;6575.37599999;6.00000000;0E-8;39232.34699999;-3670.19099999
S;SUL;2022-02-25 03:00:00;1748.88499999;1492.01100000;509.85900000;1.00000000;12724.36300000;-8972.60800000
NE;NORDESTE;2022-02-25 04:00:00;4713.79600000;460.68100000;10082.67500000;0E-8;11575.01900000;3682.13300000
N;NORTE;2022-02-25 04:00:00;13555.45200000;989.91000000;218.79600000;0E-8;5657.61400000;9106.54400000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 04:00:00;48832.52300000;9529.18700000;10709.04800000;1.00000000;69071.76000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 04:00:00;28813.94600000;6584.32500000;6.00000000;0E-8;39173.51799999;-3769.24699999
S;SUL;2022-02-25 04:00:00;1749.32900000;1494.27100000;401.57700000;1.00000000;12665.60700000;-9019.43000000
NE;NORDESTE;2022-02-25 05:00:00;4289.04800000;461.91700000;9652.37400000;6.13000000;11153.84000000;3255.62900000
N;NORTE;2022-02-25 05:00:00;13254.59600000;979.75200000;120.52000000;0E-8;5531.12100000;8823.74699999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 05:00:00;50159.40100000;9524.58700000;10081.73000000;8.13100000;69773.85000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 05:00:00;29775.49000000;6591.17800000;5.50000000;1.00099999;40045.26100000;-3672.09200000
S;SUL;2022-02-25 05:00:00;2840.26699999;1491.74000000;303.33599999;1.00000000;13043.62700000;-8407.28400000
NE;NORDESTE;2022-02-25 06:00:00;3981.60500000;465.53200000;9001.59200000;433.83899999;10534.99100000;3347.57700000
N;NORTE;2022-02-25 06:00:00;13133.81100000;981.23499999;127.32700000;0.50000000;5338.12500000;8904.74800000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 06:00:00;50735.55600000;9558.98700000;9534.84400000;518.82500000;70348.21000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 06:00:00;30162.89900000;6593.92400000;5.00000000;83.48599999;41013.55700000;-4168.24799999
S;SUL;2022-02-25 06:00:00;3457.24099999;1518.29600000;400.92500000;1.00000000;13461.53900000;-8084.07700000
NE;NORDESTE;2022-02-25 07:00:00;3977.34199999;460.43100000;9257.55100000;1843.89200000;10870.47500000;4668.74100000
N;NORTE;2022-02-25 07:00:00;12994.83900000;979.34000000;98.83000000;1.00000000;5358.13400000;8715.87500000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 07:00:00;52154.66000000;9712.06900000;9741.93600000;2303.79300000;73912.46000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 07:00:00;31652.60500000;6681.82500000;5.50000000;457.90100000;43210.67600000;-4412.84499999
S;SUL;2022-02-25 07:00:00;3529.87399999;1590.47300000;380.05500000;1.00000000;14473.17300000;-8971.77100000
NE;NORDESTE;2022-02-25 08:00:00;3972.13599999;444.91500000;10606.11400000;1996.20000000;11525.40200000;5493.96300000
N;NORTE;2022-02-25 08:00:00;12888.34400000;974.52500000;161.84400000;2.00000000;5809.24199999;8217.47100000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 08:00:00;55203.03400000;9715.82000000;11023.99200000;2800.71800000;78743.56000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 08:00:00;33741.30500000;6701.45500000;6.00000000;800.51799999;45780.00200000;-4530.72400000
S;SUL;2022-02-25 08:00:00;4601.24900000;1594.92500000;250.03400000;2.00000000;15628.91800000;-9180.70999999
NE;NORDESTE;2022-02-25 09:00:00;3962.45400000;456.05900000;10589.48100000;2249.23600000;11780.23400000;5476.99600000
N;NORTE;2022-02-25 09:00:00;12386.27699999;974.78700000;230.76800000;2.00000000;5861.07399999;7732.75800000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 09:00:00;56565.81200000;9709.62600000;11018.90800000;3169.64500000;80463.99000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 09:00:00;35110.39400000;6692.67000000;6.00000000;915.40899999;46953.57600000;-4229.10300000
S;SUL;2022-02-25 09:00:00;5106.68700000;1586.11000000;192.65900000;3.00000000;15869.10700000;-8980.65100000
NE;NORDESTE;2022-02-25 10:00:00;4194.59100000;466.88700000;9783.93700000;2640.68400000;11725.41100000;5360.68800000
N;NORTE;2022-02-25 10:00:00;12633.63000000;879.24800000;250.35900000;2.00000000;6049.56800000;7715.66900000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 10:00:00;58405.13000000;9636.10500000;10244.72600000;3611.96600000;81897.93000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 10:00:00;35654.76900000;6692.33500000;6.00000000;965.78200000;48025.27899999;-4706.39300000
S;SUL;2022-02-25 10:00:00;5922.14000000;1597.63500000;204.43000000;3.50000000;16097.66900000;-8369.96400000
NE;NORDESTE;2022-02-25 11:00:00;4432.71500000;471.13600000;8988.44099999;2558.70100000;11654.11499999;4796.87800000
N;NORTE;2022-02-25 11:00:00;12063.31900000;847.39799999;362.83800000;2.00000000;5935.12099999;7340.43400000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 11:00:00;59061.92900000;9600.96000000;9593.18300000;3539.80100000;81795.87000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 11:00:00;35327.11900000;6665.67499999;6.00000000;975.10000000;48203.31000000;-5229.41600000
S;SUL;2022-02-25 11:00:00;7238.77599999;1616.75100000;235.90400000;4.00000000;16003.32699999;-6907.89600000
NE;NORDESTE;2022-02-25 12:00:00;4785.93100000;469.06500000;7780.94200000;2439.13900000;11421.06500000;4054.01200000
N;NORTE;2022-02-25 12:00:00;12015.31600000;861.34300000;343.61400000;2.00000000;5823.41900000;7398.85399999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 12:00:00;58777.29400000;9592.32700000;8415.90100000;3434.42900000;80219.95000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 12:00:00;35427.80900000;6652.31999999;7.00000000;989.29000000;47878.96700000;-4802.54800000
S;SUL;2022-02-25 12:00:00;6548.23799999;1609.59900000;284.34500000;4.00000000;15096.50000000;-6650.31800000
NE;NORDESTE;2022-02-25 13:00:00;5638.35299999;474.78600000;6951.46399999;2326.38300000;11890.13999999;3500.84599999
N;NORTE;2022-02-25 13:00:00;13427.33500000;865.37200000;340.97400000;2.00000000;5705.89000000;8929.79099999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 13:00:00;62746.80800000;9570.68900000;7646.39500000;3234.84500000;83198.74000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 13:00:00;36265.71200000;6625.94400000;7.00000000;903.46200000;49336.07300000;-5533.95499999
S;SUL;2022-02-25 13:00:00;7415.40800000;1604.58700000;346.95700000;3.00000000;16266.63400000;-6896.68200000
NE;NORDESTE;2022-02-25 14:00:00;6475.92799999;483.64899999;6474.94500000;2131.83000000;12381.12400000;3185.22800000
N;NORTE;2022-02-25 14:00:00;14233.77100000;861.40500000;360.36600000;2.00000000;6169.09700000;9288.44500000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 14:00:00;66405.38700000;9567.92100000;7175.23900000;2904.11800000;86052.67000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 14:00:00;36421.87399999;6623.17599999;7.50000000;768.28800000;50483.66899999;-6662.83099999
S;SUL;2022-02-25 14:00:00;9273.81400000;1599.69099999;332.42800000;2.00000000;17018.77500000;-5810.84200000
NE;NORDESTE;2022-02-25 15:00:00;6942.26600000;498.91900000;6866.91299999;1837.61800000;12619.71000000;3526.00600000
N;NORTE;2022-02-25 15:00:00;15025.61400000;858.74600000;389.68000000;1.00000000;6338.51300000;9936.52700000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 15:00:00;67411.56500000;9565.66200000;7616.62100000;2479.86000000;87073.71000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 15:00:00;36014.13900000;6604.38000000;8.00000000;640.24199999;50923.12700000;-7656.36599999
S;SUL;2022-02-25 15:00:00;9429.54599999;1603.61700000;352.02800000;1.00000000;17192.35800000;-5806.16700000
NE;NORDESTE;2022-02-25 16:00:00;6754.59900000;503.48800000;7634.91499999;1334.62899999;12442.66999999;3784.96100000
N;NORTE;2022-02-25 16:00:00;14840.71299999;860.91000000;389.49600000;1.00000000;6289.99799999;9802.12099999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 16:00:00;66133.20900000;9597.58900000;8411.75500000;1855.43200000;85997.99000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 16:00:00;35160.47400000;6621.33699999;8.00000000;518.80300000;50268.60000000;-7959.98599999
S;SUL;2022-02-25 16:00:00;9377.42300000;1611.85400000;379.34400000;1.00000000;16996.71699999;-5627.09600000
NE;NORDESTE;2022-02-25 17:00:00;6365.05300000;502.81999999;7849.70900000;486.18200000;11722.86500000;3480.89900000
N;NORTE;2022-02-25 17:00:00;14689.05600000;867.82400000;385.93100000;0E-8;6066.10000000;9876.71099999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 17:00:00;63272.47300000;9617.92200000;8627.02100000;683.28700000;82200.70000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 17:00:00;33515.66999999;6622.97700000;8.00000000;196.10500000;48280.81700000;-7938.06500000
S;SUL;2022-02-25 17:00:00;8702.69400000;1624.30100000;383.38100000;1.00000000;16130.92100000;-5419.54500000
NE;NORDESTE;2022-02-25 18:00:00;6759.54499999;517.42100000;8057.19900000;15.68000000;12159.57000000;3190.27500000
N;NORTE;2022-02-25 18:00:00;14860.89700000;873.35999999;379.82500000;0E-8;6063.43300000;10050.64900000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 18:00:00;63167.93100000;9666.61800000;8798.62800000;43.58300000;81676.76000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 18:00:00;34582.39999999;6635.81700000;8.00000000;26.90300000;48317.40299999;-7064.28300000
S;SUL;2022-02-25 18:00:00;6965.08900000;1640.02000000;353.60400000;1.00000000;15136.35400000;-6176.64100000
NE;NORDESTE;2022-02-25 19:00:00;6876.20800000;516.36899999;8532.00499999;0E-8;12275.04299999;3649.53900000
N;NORTE;2022-02-25 19:00:00;14884.84500000;869.28600000;366.66800000;0E-8;6323.81900000;9796.98000000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 19:00:00;66034.47000000;9656.88400000;9248.37500000;1.21400000;84940.94000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 19:00:00;35407.32999999;6624.00099999;8.00000000;0.21400000;50393.47199999;-8353.92700000
S;SUL;2022-02-25 19:00:00;8866.08699999;1647.22799999;341.70200000;1.00000000;15948.60899999;-5092.59199999
NE;NORDESTE;2022-02-25 20:00:00;6778.50700000;505.04700000;8771.20999999;0E-8;12283.21900000;3771.54500000
N;NORTE;2022-02-25 20:00:00;14901.20200000;870.80300000;349.23500000;0E-8;6404.77400000;9716.46600000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 20:00:00;65082.72900000;9658.01500000;9468.50700000;1.00600000;84210.26000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 20:00:00;34537.55499999;6626.53899999;8.00000000;0.00600000;49713.97099999;-8541.87099999
S;SUL;2022-02-25 20:00:00;8865.46500000;1655.62600000;340.06200000;1.00000000;15808.29300000;-4946.14000000
NE;NORDESTE;2022-02-25 21:00:00;6643.38900000;503.40000000;8971.45099999;0E-8;12859.43699999;3258.80300000
N;NORTE;2022-02-25 21:00:00;15145.88400000;868.18500000;361.79200000;0E-8;6445.08800000;9930.77299999
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 21:00:00;64927.21700000;9673.08100000;9664.83300000;1.00600000;84266.14000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 21:00:00;34537.34700000;6638.41200000;8.00000000;0.00600000;49148.63900000;-7964.87399999
S;SUL;2022-02-25 21:00:00;8600.59700000;1663.08399999;323.58999999;1.00000000;15812.97299999;-5224.70200000
NE;NORDESTE;2022-02-25 22:00:00;6602.21200000;473.70400000;9037.46300000;0E-8;13037.98000000;3075.39900000
N;NORTE;2022-02-25 22:00:00;15004.14200000;866.28500000;357.01200000;0E-8;6337.34900000;9890.09000000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 22:00:00;63182.21900000;9659.40700000;9666.08100000;1.00500000;82508.71000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 22:00:00;33826.59900000;6652.99300000;8.00000000;0.00500000;47611.83700000;-7124.24000000
S;SUL;2022-02-25 22:00:00;7749.26600000;1666.42500000;263.60600000;1.00000000;15521.54600000;-5841.24900000
NE;NORDESTE;2022-02-25 23:00:00;6607.61500000;471.94899999;9009.57300000;0E-8;12960.24400000;3128.89300000
N;NORTE;2022-02-25 23:00:00;15264.32700000;869.40500000;367.73600000;0E-8;6339.25200000;10162.21600000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-25 23:00:00;60687.18200000;9664.76000000;9627.29300000;1.00000000;79980.24000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-25 23:00:00;33848.72200000;6665.10300000;7.00000000;0E-8;45794.82900000;-5274.00400000
S;SUL;2022-02-25 23:00:00;4966.51799999;1658.30300000;242.98400000;1.00000000;14885.91000000;-8017.10500000
NE;NORDESTE;2022-02-26 00:00:00;5941.10693359;472.25799560;9145.38378906;0E-8;12597.16900000;2961.58000000
N;NORTE;2022-02-26 00:00:00;15180.70605468;865.89300537;344.39999389;0E-8;6296.97400000;10094.02500000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-26 00:00:00;57405.78100000;9457.59300000;9726.78300000;1.01700000;76591.17000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-26 00:00:00;32990.73046875;6487.36718750;7.00000000;0.01700000;43584.04300000;-4098.92800000
S;SUL;2022-02-26 00:00:00;3293.23706054;1632.07495117;229.99899291;1.00000000;14112.98800000;-8956.67700000
NE;NORDESTE;2022-02-26 01:00:00;5291.04687500;498.47500610;9740.92480468;0E-8;12288.45600000;3241.99100000
N;NORTE;2022-02-26 01:00:00;15251.51464843;865.26800537;306.48400878;0E-8;6191.10399999;10232.16300000
SIN;SISTEMA INTERLIGADO NACIONAL;2022-02-26 01:00:00;54552.92200000;8730.54700000;10320.82200000;1.04700000;73605.34000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2022-02-26 01:00:00;31918.87500000;5729.80322265;6.50000000;0.04699999;41683.22499999;-4027.99999999
