id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
NE;NORDESTE;2021-04-11 15:00:00;2867.11200000;662.82399999;4306.87300000;825.70200000;9739.56400000;-1077.05299999
N;NORTE;2021-04-11 15:00:00;14559.01500000;998.09300000;338.37400000;1.00000000;5664.46799999;10232.01400000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-11 15:00:00;42123.44500000;10857.86600000;6102.85200000;1487.61300000;60571.78000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-11 15:00:00;23237.24799999;7315.89300000;3.00000000;659.91100000;34550.45600000;-3334.40400000
S;SUL;2021-04-11 15:00:00;1460.07000000;1881.05599999;1454.60500000;1.00000000;10617.28800000;-5820.55700000
NE;NORDESTE;2021-04-11 16:00:00;3138.12200000;662.90700000;4384.63300000;437.79300000;9776.88700000;-1153.43200000
N;NORTE;2021-04-11 16:00:00;15779.29700000;998.54500000;280.31000000;0.50000000;5677.71400000;11380.93800000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-11 16:00:00;44042.95900000;10886.33500000;6200.48100000;917.63400000;62047.41000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-11 16:00:00;23658.83900000;7341.63600000;3.00000000;478.34100000;35715.23800000;-4233.42200000
S;SUL;2021-04-11 16:00:00;1466.70100000;1883.24700000;1532.53800000;1.00000000;10877.57000000;-5994.08400000
NE;NORDESTE;2021-04-11 17:00:00;3650.11900000;667.94899999;4246.38199999;69.39900000;10457.37199999;-1823.52300000
N;NORTE;2021-04-11 17:00:00;16662.83200000;998.98400000;244.50900000;0E-8;5709.55100000;12196.77400000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-11 17:00:00;48092.14800000;10861.77500000;5997.01000000;166.81000000;65117.74000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-11 17:00:00;26179.93699999;7326.58400000;3.00000000;96.41100000;37576.95499999;-3971.02300000
S;SUL;2021-04-11 17:00:00;1599.26000000;1868.25799999;1503.11900000;1.00000000;11373.86500000;-6402.22800000
NE;NORDESTE;2021-04-11 18:00:00;4567.20000000;662.24500000;4977.31199999;0E-8;11471.76099999;-1265.00399999
N;NORTE;2021-04-11 18:00:00;17120.10700000;981.88899999;213.27700000;0E-8;6028.62799999;12286.64500000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-11 18:00:00;55105.91500000;10858.50400000;6694.37300000;1.34300000;72660.14000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-11 18:00:00;29182.70200000;7343.05600000;3.00000000;0.34300000;42273.32900000;-5744.22800000
S;SUL;2021-04-11 18:00:00;4235.90599999;1871.31399999;1500.78400000;1.00000000;12886.41699999;-5277.41299999
NE;NORDESTE;2021-04-11 19:00:00;4659.43599999;661.48600000;6055.28399999;0E-8;11442.64199999;-66.43600000
N;NORTE;2021-04-11 19:00:00;17460.23200000;951.63900000;130.97000000;0E-8;6153.00700000;12389.83400000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-11 19:00:00;55390.61300000;10779.93200000;7783.66400000;1.00000000;73955.21000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-11 19:00:00;28744.63000000;7295.72600000;3.00000000;0E-8;43126.07699999;-7082.72100000
S;SUL;2021-04-11 19:00:00;4526.31499999;1871.08100000;1594.41000000;1.00000000;13233.48299999;-5240.67699999
NE;NORDESTE;2021-04-11 20:00:00;4678.44799999;666.77900000;6267.74299999;0E-8;11426.49499999;186.47499999
N;NORTE;2021-04-11 20:00:00;17431.22700000;992.91400000;79.70399999;0E-8;6284.36900000;12219.47600000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-11 20:00:00;54281.75000000;10847.62000000;7889.25900000;1.00000000;73019.63000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-11 20:00:00;28286.70600000;7311.91000000;3.00000000;0E-8;42506.26900000;-6904.65300000
S;SUL;2021-04-11 20:00:00;3885.36899999;1876.01699999;1538.81200000;1.00000000;12802.49600000;-5501.29800000
NE;NORDESTE;2021-04-11 21:00:00;4617.41900000;665.14100000;6605.32500000;0E-8;11502.02600000;385.85900000
N;NORTE;2021-04-11 21:00:00;17270.86899999;1002.06900000;65.41000000;0E-8;6367.59099999;11970.75700000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-11 21:00:00;52970.39100000;10773.58500000;8165.24700000;1.00000000;71910.22000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-11 21:00:00;27659.85000000;7236.21900000;3.00000000;0E-8;41596.11900000;-6697.05000000
S;SUL;2021-04-11 21:00:00;3422.25300000;1870.15600000;1491.51200000;1.00000000;12444.48700000;-5659.56600000
NE;NORDESTE;2021-04-11 22:00:00;4363.22800000;665.71600000;6977.07899999;0E-8;11428.51400000;577.50900000
N;NORTE;2021-04-11 22:00:00;17035.28000000;996.57000000;37.95100000;0E-8;6383.38000000;11686.42100000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-11 22:00:00;50976.73600000;10794.56800000;8418.29900000;1.00000000;70190.60000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-11 22:00:00;26675.05900000;7254.51899999;3.00000000;0E-8;40319.31100000;-6386.73300000
S;SUL;2021-04-11 22:00:00;2903.16899999;1877.76300000;1400.26900000;1.00000000;12059.39800000;-5877.19700000
NE;NORDESTE;2021-04-11 23:00:00;4290.90700000;660.97900000;6750.29200000;0E-8;11212.57000000;489.60799999
N;NORTE;2021-04-11 23:00:00;16895.60999999;998.88100000;11.27900000;0E-8;6328.26699999;11577.50300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-11 23:00:00;48102.08900000;10787.43900000;8151.86800000;1.00000000;67042.40000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-11 23:00:00;25193.43400000;7251.69600000;3.00000000;0E-8;37995.51300000;-5547.38300000
S;SUL;2021-04-11 23:00:00;1722.13800000;1875.88299999;1387.29700000;1.00000000;11506.04599999;-6519.72800000
NE;NORDESTE;2021-04-12 00:00:00;3223.31200000;661.37700000;6657.23400000;0E-8;10892.96200000;-351.03900000
N;NORTE;2021-04-12 00:00:00;16964.24399999;1005.82199999;2.89100000;0E-8;6287.54099999;11685.41600000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 00:00:00;45796.08400000;10785.66100000;8060.96400000;1.00000000;64643.71000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 00:00:00;24156.60599999;7239.56200000;3.00000000;0E-8;36439.92999999;-5040.76200000
S;SUL;2021-04-12 00:00:00;1451.92200000;1878.90000000;1397.83900000;1.00000000;11023.27600000;-6293.61500000
NE;NORDESTE;2021-04-12 01:00:00;3139.69300000;674.75500000;6370.23799999;0E-8;10594.09499999;-409.40900000
N;NORTE;2021-04-12 01:00:00;15490.80600000;998.99200000;7.30700000;0E-8;6018.99499999;10478.11000000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 01:00:00;43386.08500000;10789.87700000;7668.80700000;1.00000000;61845.77000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 01:00:00;23306.48900000;7236.77099999;3.00000000;0E-8;34700.83500000;-4154.57499999
S;SUL;2021-04-12 01:00:00;1449.09700000;1879.35900000;1288.26200000;1.00000000;10531.84400000;-5914.12600000
NE;NORDESTE;2021-04-12 02:00:00;3139.62200000;665.43800000;5827.64200000;0E-8;10337.39900000;-704.69700000
N;NORTE;2021-04-12 02:00:00;14859.21900000;1001.54000000;3.15300000;0E-8;5829.04400000;10034.86799999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 02:00:00;42225.51200000;10820.87400000;6928.29900000;1.00000000;59975.69000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 02:00:00;22779.10499999;7270.81900000;2.50000000;0E-8;33581.97599999;-3529.55199999
S;SUL;2021-04-12 02:00:00;1447.56600000;1883.07700000;1095.00400000;1.00000000;10227.26600000;-5800.61900000
NE;NORDESTE;2021-04-12 03:00:00;2975.23600000;675.85799999;5480.62000000;0E-8;10179.00900000;-1047.29499999
N;NORTE;2021-04-12 03:00:00;14530.17099999;1000.31300000;4.69700000;0E-8;5815.19699999;9719.98400000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 03:00:00;41736.81100000;10819.80300000;6621.64400000;1.00000000;59179.26000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 03:00:00;22787.11800000;7262.07700000;2.00000000;0E-8;33102.43099999;-3051.23600000
S;SUL;2021-04-12 03:00:00;1444.28599999;1881.55499999;1134.32700000;1.00000000;10082.62099999;-5621.45300000
NE;NORDESTE;2021-04-12 04:00:00;2809.01300000;664.93300000;5217.55599999;0E-8;10122.67199999;-1431.17000000
N;NORTE;2021-04-12 04:00:00;14846.83899999;1004.50000000;11.26900000;0E-8;5752.41599999;10110.19199999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 04:00:00;42036.66300000;10785.37500000;6281.52200000;1.00000000;59104.56000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 04:00:00;22953.73600000;7213.32700000;2.00000000;0E-8;33100.59400000;-2931.53100000
S;SUL;2021-04-12 04:00:00;1427.07499999;1902.61500000;1050.69700000;1.00000000;10128.87800000;-5747.49100000
NE;NORDESTE;2021-04-12 05:00:00;2802.22300000;664.95500000;5047.44399999;7.81500000;9838.04300000;-1315.60600000
N;NORTE;2021-04-12 05:00:00;16599.57400000;1001.40500000;20.86199999;0E-8;5844.18399999;11777.65700000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 05:00:00;43545.65500000;10980.30200000;5996.64100000;9.81500000;60532.41000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 05:00:00;22727.87500000;7411.04700000;2.00000000;1.00000000;34149.28700000;-4007.36500000
S;SUL;2021-04-12 05:00:00;1415.98300000;1902.89500000;926.33500000;1.00000000;10700.89900000;-6454.68600000
NE;NORDESTE;2021-04-12 06:00:00;2797.65400000;664.95800000;5054.20499999;214.73300000;9524.87699999;-793.32700000
N;NORTE;2021-04-12 06:00:00;16935.04499999;996.84400000;34.14200000;0.50000000;5628.19299999;12338.33800000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 06:00:00;44236.23700000;11652.61200000;5938.34800000;273.34300000;62100.54000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 06:00:00;23076.27299999;7992.62800000;2.00000000;57.11000000;35331.11700000;-4203.10600000
S;SUL;2021-04-12 06:00:00;1427.26500000;1998.18200000;848.00100000;1.00000000;11616.35300000;-7341.90500000
NE;NORDESTE;2021-04-12 07:00:00;2903.70300000;664.52299999;5139.52000000;843.69600000;10117.28300000;-565.84099999
N;NORTE;2021-04-12 07:00:00;16916.09700000;998.89100000;9.29400000;1.00000000;5576.08400000;12349.19800000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 07:00:00;46269.56100000;12454.07900000;5963.40600000;1237.75000000;65924.80000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 07:00:00;23799.59999999;8531.98100000;2.00000000;392.05400000;37588.55899999;-4862.92400000
S;SUL;2021-04-12 07:00:00;2650.16099999;2258.68399999;812.59200000;1.00000000;12642.87000000;-6920.43300000
NE;NORDESTE;2021-04-12 08:00:00;2943.11100000;662.26700000;5416.33299999;1286.63600000;10779.98000000;-471.63300000
N;NORTE;2021-04-12 08:00:00;17103.78200000;1002.72900000;11.87400000;2.00000000;5845.33999999;12275.04500000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 08:00:00;49803.39000000;12557.93400000;6069.01200000;1935.61000000;70365.95000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 08:00:00;25602.00700000;8509.74900000;2.00000000;645.97399999;40098.34700000;-5338.61700000
S;SUL;2021-04-12 08:00:00;4154.49000000;2383.18900000;638.80500000;1.00000000;13642.27900000;-6464.79500000
NE;NORDESTE;2021-04-12 09:00:00;2959.34700000;659.51299999;4943.13400000;1490.12399999;11032.46399999;-980.34600000
N;NORTE;2021-04-12 09:00:00;17456.70900000;995.10500000;13.01500000;2.00000000;6074.75599999;12392.07300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 09:00:00;52148.06400000;12470.58400000;5593.46900000;2195.29500000;72407.41000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 09:00:00;26549.05999999;8432.23000000;2.00000000;702.17100000;41448.81999999;-5763.35900000
S;SUL;2021-04-12 09:00:00;5182.94800000;2383.73599999;635.31999999;1.00000000;13851.37200000;-5648.36800000
NE;NORDESTE;2021-04-12 10:00:00;2958.89700000;649.89500000;4191.21199999;1526.41500000;11283.11699999;-1956.69800000
N;NORTE;2021-04-12 10:00:00;17820.92200000;997.06200000;16.72900000;2.00000000;6217.23700000;12619.47600000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 10:00:00;54283.15500000;12433.15300000;4875.65800000;2288.04800000;73880.01000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 10:00:00;27191.57399999;8394.42300000;2.00000000;758.63300000;42326.40199999;-5979.77200000
S;SUL;2021-04-12 10:00:00;6311.76200000;2391.77300000;665.71700000;1.00000000;14053.25800000;-4683.00600000
NE;NORDESTE;2021-04-12 11:00:00;2947.32500000;652.10200000;3709.89500000;1534.08200000;11316.82300000;-2473.41900000
N;NORTE;2021-04-12 11:00:00;17893.58200000;1003.93100000;43.19300000;2.00000000;6255.82900000;12686.87700000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 11:00:00;55143.85800000;12417.67600000;4323.92600000;2305.89900000;74191.36000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 11:00:00;28398.82699999;8371.26500000;2.00000000;768.81700000;42609.87399999;-5068.96500000
S;SUL;2021-04-12 11:00:00;5904.12400000;2390.37799999;568.83800000;1.00000000;14008.83300000;-5144.49300000
NE;NORDESTE;2021-04-12 12:00:00;3067.17500000;659.13200000;3742.52100000;1526.89600000;11252.50100000;-2256.77700000
N;NORTE;2021-04-12 12:00:00;17928.64899999;1002.34600000;68.92800000;2.00000000;6196.83399999;12805.08900000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 12:00:00;54206.70400000;12523.00400000;4296.00200000;2296.86400000;73322.57000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 12:00:00;28185.51400000;8465.60900000;2.00000000;766.96800000;42756.03900000;-5335.94800000
S;SUL;2021-04-12 12:00:00;5025.36600000;2395.91700000;482.55300000;1.00000000;13117.20000000;-5212.36399999
NE;NORDESTE;2021-04-12 13:00:00;3671.34400000;664.75199999;3856.66300000;1481.84499999;11506.54200000;-1831.93800000
N;NORTE;2021-04-12 13:00:00;17896.58100000;1017.02500000;118.94200000;2.00000000;6475.55400000;12558.99400000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 13:00:00;56877.59600000;12491.88100000;4409.68200000;2181.38200000;75960.54000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 13:00:00;29029.47399999;8408.07599999;2.00000000;696.53700000;44144.65099999;-6008.56400000
S;SUL;2021-04-12 13:00:00;6280.19700000;2402.02799999;432.07700000;1.00000000;13833.79400000;-4718.49200000
NE;NORDESTE;2021-04-12 14:00:00;4126.47600000;670.16800000;4363.30300000;1222.63300000;11838.57600000;-1455.99600000
N;NORTE;2021-04-12 14:00:00;17936.85799999;1061.35899999;202.52600000;1.50000000;6790.00899999;12412.23400000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 14:00:00;58946.71300000;12537.10300000;4971.92900000;1890.18200000;78345.93000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 14:00:00;29593.20300000;8403.10399999;3.00000000;665.04900000;45323.47600000;-6659.12000000
S;SUL;2021-04-12 14:00:00;7290.17600000;2402.47200000;403.10000000;1.00000000;14393.86600000;-4297.11800000
NE;NORDESTE;2021-04-12 15:00:00;4309.72300000;665.96900000;4772.92400000;1011.93200000;11888.84400000;-1128.29599999
N;NORTE;2021-04-12 15:00:00;18070.38000000;1087.03100000;128.87000000;1.00000000;6855.83900000;12431.44200000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 15:00:00;59904.89200000;12587.29600000;5294.05400000;1596.92200000;79383.16000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 15:00:00;30125.69500000;8442.15100000;3.00000000;582.99000000;45996.52700000;-6842.69099999
S;SUL;2021-04-12 15:00:00;7399.09400000;2392.14500000;389.26000000;1.00000000;14641.95400000;-4460.45500000
NE;NORDESTE;2021-04-12 16:00:00;4332.41900000;659.98900000;5033.76400000;486.64200000;11694.67900000;-1181.86500000
N;NORTE;2021-04-12 16:00:00;17955.59400000;1092.45500000;143.00100000;0.50000000;6781.37500000;12410.17500000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 16:00:00;60294.54400000;12593.11700000;5495.12600000;883.97600000;79266.76000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 16:00:00;30476.43700000;8451.05200000;3.00000000;395.83400000;45938.40600000;-6612.08300000
S;SUL;2021-04-12 16:00:00;7530.09400000;2389.62100000;315.36100000;1.00000000;14852.30300000;-4616.22700000
NE;NORDESTE;2021-04-12 17:00:00;4455.60199999;650.92499999;4814.60400000;73.45200000;11434.86899999;-1440.28600000
N;NORTE;2021-04-12 17:00:00;17790.04199999;1046.12800000;175.49100000;0E-8;6510.80599999;12500.85500000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 17:00:00;59339.38900000;12640.05200000;5186.58300000;139.03100000;77305.06000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 17:00:00;31068.03200000;8564.68399999;3.00000000;64.57899999;44749.24100000;-5048.94600000
S;SUL;2021-04-12 17:00:00;6025.71300000;2378.31500000;193.48800000;1.00000000;14610.13900000;-6011.62300000
NE;NORDESTE;2021-04-12 18:00:00;4506.20100000;655.56800000;4891.07699999;0.00800000;11732.87699999;-1680.02300000
N;NORTE;2021-04-12 18:00:00;17745.26800000;1043.08500000;242.19000000;0E-8;6426.66199999;12603.88100000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 18:00:00;61806.80900000;12696.20700000;5329.48100000;1.34500000;79833.84000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 18:00:00;32085.55499999;8620.77300000;3.00000000;0.33700000;46870.40899999;-6160.74400000
S;SUL;2021-04-12 18:00:00;7469.78499999;2376.78100000;193.21400000;1.00000000;14803.89399999;-4763.11399999
NE;NORDESTE;2021-04-12 19:00:00;4411.16100000;647.10000000;5443.03799999;0E-8;11557.41000000;-1056.11100000
N;NORTE;2021-04-12 19:00:00;17690.05800000;1053.78800000;247.12800000;0E-8;6599.86800000;12391.10600000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 19:00:00;61256.31800000;12688.39400000;5882.79600000;1.00000000;79828.51000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 19:00:00;30935.99700000;8617.75500000;3.00000000;0E-8;46797.56300000;-7240.81100000
S;SUL;2021-04-12 19:00:00;8219.10200000;2369.75100000;189.63000000;1.00000000;14873.66700000;-4094.18400000
NE;NORDESTE;2021-04-12 20:00:00;4374.14700000;653.89900000;5728.89300000;0E-8;11479.53300000;-722.59400000
N;NORTE;2021-04-12 20:00:00;17869.13000000;1109.99800000;184.40300000;0E-8;6756.91200000;12406.61899999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 20:00:00;59834.41200000;12742.93000000;6070.52200000;1.00000000;78648.86000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 20:00:00;30991.68100000;8615.58400000;3.00000000;0E-8;46285.84200000;-6675.57699999
S;SUL;2021-04-12 20:00:00;6599.45399999;2363.44900000;154.22600000;1.00000000;14126.57700000;-5008.44800000
NE;NORDESTE;2021-04-12 21:00:00;4251.87499999;668.15300000;5991.13700000;0E-8;12034.02500000;-1122.86000000
N;NORTE;2021-04-12 21:00:00;17990.86400000;1127.79800000;174.02500000;0E-8;6896.48900000;12396.19800000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 21:00:00;59462.78900000;12753.67400000;6293.06600000;1.00000000;78510.53000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 21:00:00;31113.96199999;8594.10600000;3.00000000;0E-8;45732.94499999;-6021.87700000
S;SUL;2021-04-12 21:00:00;6106.08799999;2363.61699999;124.90400000;1.00000000;13847.07000000;-5251.46100000
NE;NORDESTE;2021-04-12 22:00:00;4095.00599999;662.81800000;5769.35199999;0E-8;12102.78600000;-1575.61000000
N;NORTE;2021-04-12 22:00:00;18138.55900000;1150.10100000;203.89100000;0E-8;7036.65299999;12455.89800000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 22:00:00;57593.77900000;12757.30200000;6117.54500000;1.00000000;76469.63000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 22:00:00;29770.30099999;8571.68299999;3.00000000;0E-8;44020.00000000;-5675.01600000
S;SUL;2021-04-12 22:00:00;5589.91300000;2372.69999999;141.30200000;1.00000000;13310.18699999;-5205.27200000
NE;NORDESTE;2021-04-12 23:00:00;4003.17600000;663.92300000;5699.52299999;0E-8;11795.55700000;-1428.93500000
N;NORTE;2021-04-12 23:00:00;18072.92200000;1153.58500000;158.76900000;0E-8;7000.65900000;12384.61700000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-12 23:00:00;53789.26600000;12783.98900000;5991.31200000;1.00000000;72565.57000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-12 23:00:00;27867.11600000;8589.85300000;3.00000000;0E-8;41397.23499999;-4937.26599999
S;SUL;2021-04-12 23:00:00;3846.05199999;2376.62799999;130.01999999;1.00000000;12372.11599999;-6018.41600000
NE;NORDESTE;2021-04-13 00:00:00;3369.38200000;670.08200000;6285.64799999;0E-8;11432.72300000;-1107.61099999
N;NORTE;2021-04-13 00:00:00;17681.65700000;1148.92099999;140.22900000;0E-8;6921.44399999;12049.36300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-13 00:00:00;50922.45800000;11944.60200000;6556.02200000;1.00000000;69424.08000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-13 00:00:00;27019.53000000;7766.98300000;3.00000000;0E-8;39374.10100000;-4584.58800000
S;SUL;2021-04-13 00:00:00;2851.88899999;2358.61600000;127.14500000;1.00000000;11695.81600000;-6357.16600000
NE;NORDESTE;2021-04-13 01:00:00;3129.37300000;663.06600000;6164.86399999;0E-8;11191.56999999;-1234.26700000
N;NORTE;2021-04-13 01:00:00;17385.00899999;1152.55299999;117.34300000;0E-8;6704.18599999;11950.71900000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-13 01:00:00;48190.00400000;11786.66900000;6419.05600000;1.00000000;66396.73000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-13 01:00:00;25569.97600000;7631.05999999;3.00000000;0E-8;37424.85899999;-4220.82300000
S;SUL;2021-04-13 01:00:00;2105.64599999;2339.99000000;133.84899999;1.00000000;11076.11400000;-6495.62900000
NE;NORDESTE;2021-04-13 02:00:00;3092.76300000;668.09200000;5753.07099999;0E-8;10948.46200000;-1434.53600000
N;NORTE;2021-04-13 02:00:00;17324.62900000;1164.91399999;58.94400000;0E-8;6627.51100000;11920.97600000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-13 02:00:00;46631.40400000;11843.44800000;5966.21400000;1.00000000;64442.07000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-13 02:00:00;24456.87900000;7635.94500000;2.50000000;0E-8;36171.68000000;-4076.35600000
S;SUL;2021-04-13 02:00:00;1757.13300000;2374.49699999;151.69900000;1.00000000;10694.41299999;-6410.08400000
NE;NORDESTE;2021-04-13 03:00:00;3086.63700000;671.27099999;5613.42099999;0E-8;10746.15400000;-1374.82500000
N;NORTE;2021-04-13 03:00:00;17108.52500000;1141.67500000;15.35100000;0E-8;6442.56400000;11822.98700000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-13 03:00:00;45626.16300000;11882.45500000;5795.41800000;1.00000000;63305.04000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-13 03:00:00;23726.62900000;7698.82500000;2.00000000;0E-8;35541.30700000;-4113.85300000
S;SUL;2021-04-13 03:00:00;1704.37200000;2370.68400000;164.64600000;1.00000000;10575.01200000;-6334.31000000
NE;NORDESTE;2021-04-13 04:00:00;3018.05400000;677.24600000;5542.20700000;0E-8;10639.23699999;-1401.73000000
N;NORTE;2021-04-13 04:00:00;17142.80900000;1014.81099999;6.93600000;0E-8;6363.74800000;11800.80800000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-13 04:00:00;45536.15900000;11802.63600000;5709.94600000;1.00000000;63049.74000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-13 04:00:00;23507.76499999;7765.82999999;2.00000000;0E-8;35430.60299999;-4155.00800000
S;SUL;2021-04-13 04:00:00;1867.53099999;2344.74899999;158.80300000;1.00000000;10616.15299999;-6244.07000000
NE;NORDESTE;2021-04-13 05:00:00;2987.28399999;677.43499999;5351.38499999;5.70299999;10299.65399999;-1277.84700000
N;NORTE;2021-04-13 05:00:00;17097.51800000;1000.46500000;22.66200000;0E-8;6185.38800000;11935.25700000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-13 05:00:00;46380.67500000;11945.51800000;5525.49000000;7.70300000;63859.39000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-13 05:00:00;24337.58000000;7946.39700000;2.00000000;1.00000000;36279.12000000;-3992.14300000
S;SUL;2021-04-13 05:00:00;1958.29299999;2321.22100000;149.44299999;1.00000000;11095.22399999;-6665.26700000
NE;NORDESTE;2021-04-13 06:00:00;2951.20400000;675.99700000;4712.90599999;228.79099999;9876.44600000;-1307.54800000
N;NORTE;2021-04-13 06:00:00;17091.09000000;985.60600000;31.90900000;0.50000000;5946.74099999;12162.36400000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-13 06:00:00;47426.75800000;12483.31200000;4879.37000000;283.92000000;65073.36000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-13 06:00:00;25007.13400000;8470.30099999;2.00000000;53.62899999;37290.22999999;-3757.16600000
S;SUL;2021-04-13 06:00:00;2377.33000000;2351.40800000;132.55500000;1.00000000;11959.94300000;-7097.65000000
NE;NORDESTE;2021-04-13 07:00:00;2737.72100000;669.32899999;4243.68200000;1034.55199999;10405.41200000;-1720.12799999
N;NORTE;2021-04-13 07:00:00;17488.21999999;981.74200000;76.85400000;1.00000000;5909.58299999;12638.23300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-13 07:00:00;49646.74500000;12889.56300000;4475.09400000;1424.38400000;68435.79000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-04-13 07:00:00;25953.76200000;8870.63700000;2.00000000;387.83200000;39209.38000000;-3995.14899999
S;SUL;2021-04-13 07:00:00;3467.04200000;2367.85500000;152.55800000;1.00000000;12911.41100000;-6922.95600000
NE;NORDESTE;2021-04-13 08:00:00;2694.02400000;665.62699999;4570.65799999;1409.66500000;11060.83400000;-1720.86000000
N;NORTE;2021-04-13 08:00:00;17623.60899999;984.38500000;138.12000000;2.00000000;6151.08599999;12597.02800000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-04-13 08:00:00;52299.23300000;12881.83400000;4832.85300000;2029.14000000;72043.06000000;0E-8
